instance_id,algorithm,dimension_group,objective_type,median_normalized_residual,mean_normalized_residual,median_log10_residual,q25_normalized_residual,q75_normalized_residual,median_fbest,mean_fbest,median_budget_ratio,median_wall_time_seconds,success_rate_1e_1,success_rate_1e_3,success_rate_1e_5,final_value_rank,final_value_win
BRANIN,BIPOP-CMA-ES,small_2_20,other,1.5680017775964498e-18,7.902728959086107e-18,-16.0,0.0,7.056007999184024e-18,0.3978873577000003,0.39788735770000083,1.0,0.033902771509019644,1.0,1.0,1.0,4.0,True
BRANIN,BasinGraph,small_2_20,other,0.0,0.0,-16.0,0.0,0.0,0.3978873577000001,0.3978873577000001,1.0,0.012845957971876449,1.0,1.0,1.0,1.5,True
BRANIN,CMA-ES,small_2_20,other,1.2544014220771598e-18,1.0432438493608378e-17,-16.0,0.0,1.7875220264599526e-17,0.3978873577000002,0.39788735770000105,0.528,0.0196770204638596,1.0,1.0,1.0,3.0,True
BRANIN,Differential Evolution,small_2_20,other,9.362102709534229e-12,4.558966542182115e-09,-11.35765400350702,2.6281591394649614e-14,2.664841841723037e-10,0.39788735852860424,0.39788776119680225,1.0,0.0105540629883762,1.0,1.0,1.0,5.0,False
BRANIN,Latin Hypercube Sampling,small_2_20,other,0.0005262239751736698,0.000644131610329834,-3.2809368212780634,0.0002964447654711483,0.0008588147871961048,0.44446144180620006,0.4548969984809297,1.0,0.00180958301643835,1.0,0.8,0.0,7.0,False
BRANIN,Multi-start L-BFGS-B,small_2_20,other,0.0,0.0,-16.0,0.0,0.0,0.3978873577000001,0.3978873577000001,0.138,0.0022801459708716,1.0,1.0,1.0,1.5,True
BRANIN,Random Search,small_2_20,other,0.0002898333635902061,0.0005034765542991446,-3.538131161201683,9.544751207075059e-05,0.0007613399577495268,0.4235394071874415,0.4424481540371287,1.0,0.00290345848770805,1.0,0.8333333333333334,0.03333333333333333,6.0,False
CAMEL6,BIPOP-CMA-ES,small_2_20,other,7.910474743634191e-17,4.421386863053081e-06,-16.0,3.9552373718170955e-17,2.1753805544994026e-16,-1.0316284534898772,-1.031603632094676,1.0,0.0325845624902285,1.0,1.0,0.9666666666666667,3.5,True
CAMEL6,BasinGraph,small_2_20,other,3.9552373718170955e-17,2.5049836688174938e-17,-16.0,0.0,3.9552373718170955e-17,-1.0316284534898774,-1.0316284534898774,1.0,0.0132425625051837,1.0,1.0,1.0,1.5,True
CAMEL6,CMA-ES,small_2_20,other,7.910474743634191e-17,1.2920442081269178e-16,-16.0,3.9552373718170955e-17,1.5820949487268382e-16,-1.0316284534898772,-1.031628453489877,0.474,0.0173695205012336,1.0,1.0,1.0,3.5,True
CAMEL6,Differential Evolution,small_2_20,other,2.800901344852276e-13,1.3582258872043755e-09,-12.61183365063517,1.4436616407132397e-14,1.0895868135694876e-11,-1.0316284534883051,-1.0316284458648808,1.0,0.01062899947282855,1.0,1.0,1.0,5.0,False
CAMEL6,Latin Hypercube Sampling,small_2_20,other,0.0019558618631855774,0.0027577518935270927,-2.7112314296142137,0.0006957886146501856,0.003624337297220525,-1.0206483647145874,-1.0161466031705335,1.0,0.00181560401688325,1.0,0.3333333333333333,0.0,6.0,False
CAMEL6,Multi-start L-BFGS-B,small_2_20,other,3.9552373718170955e-17,4.3507611089988054e-17,-16.0,3.9552373718170955e-17,3.9552373718170955e-17,-1.0316284534898774,-1.0316284534898774,0.135,0.0022010835236868998,1.0,1.0,1.0,1.5,True
